"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"3612","영화상영관","03_13_02_P","3160000","CDFF4220002013000003","2013-09-11","","01","영업/정상","13","영업중","","","","","070-7491-6255","","","서울특별시 구로구 신도림동 692 디큐브시티 제타워동 7~8층 일부","서울특별시 구로구 경인로 662 (신도림동, 디큐브시티 제타워동 7~8층 일부)","08209","롯데컬처웍스(주)롯데시네마 제3관","2025-07-24 16:05:12","U","2025-07-26 02:40:00","","190107.045415333","445157.626366229","영화상영관","","50","","","","42","8","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20130911","일반상업지역",
"3613","영화상영관","03_13_02_P","3160000","CDFF4220002013000004","2013-09-11","","01","영업/정상","13","영업중","","","","","070-7491-6255","","","서울특별시 구로구 신도림동 692 디큐브시티 제타워동 7~8층 일부","서울특별시 구로구 경인로 662 (신도림동, 디큐브시티 제타워동 7~8층 일부)","08209","롯데컬처웍스(주)롯데시네마 제4관","2025-07-24 16:05:12","U","2025-07-26 02:40:00","","190107.045415333","445157.626366229","영화상영관","","50","","","","42","8","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20130911","전용공업지역",
"3614","영화상영관","03_13_02_P","3160000","CDFF4220002013000005","2013-09-11","","01","영업/정상","13","영업중","","","","","070-7491-6255","","","서울특별시 구로구 신도림동 692 디큐브시티 제타워동 7~8층 일부","서울특별시 구로구 경인로 662 (신도림동, 디큐브시티 제타워동 7~8층 일부)","08209","롯데컬처웍스(주)롯데시네마 제5관","2025-07-24 16:05:12","U","2025-07-26 02:40:00","","190107.045415333","445157.626366229","영화상영관","","50","","","","42","8","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20130911","일반상업지역",
"3615","영화상영관","03_13_02_P","3150000","CDFF4220002011000008","2011-12-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 방화동 886 스카이파크","서울특별시 강서구 하늘길 38 (방화동, 스카이파크)","07505","롯데시네마 김포공항 (7관)","2025-07-31 10:47:55","U","2025-08-02 02:40:00","","182524.823835629","451438.25089679","영화상영관","","8","","","0","5","3","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20111206","",
"3616","영화상영관","03_13_02_P","3150000","CDFF4220002011000009","2011-12-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 방화동 886 스카이파크","서울특별시 강서구 하늘길 38 (방화동, 스카이파크)","07505","롯데시네마 김포공항 (10관)","2025-07-31 10:48:09","U","2025-08-02 02:40:00","","182524.823835629","451438.25089679","영화상영관","","8","","","0","5","3","","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20111206","",
"3617","영화상영관","03_13_02_P","3150000","CDFF4220002011000010","2011-12-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 방화동 886 스카이파크","서울특별시 강서구 하늘길 38 (방화동, 스카이파크)","07505","롯데시네마 김포공항 (9관)","2025-07-31 10:48:25","U","2025-08-02 02:40:00","","182524.823835629","451438.25089679","영화상영관","","8","","","0","5","3","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20111206","",
"3618","영화상영관","03_13_02_P","3150000","CDFF4220002015000001","2015-05-26","","01","영업/정상","13","영업중","","","","","070-7017-9893","","","서울특별시 강서구 화곡동 1073-10 메가박스(주) 화곡점 401,501호","서울특별시 강서구 화곡로 142, 401,501호 (화곡동, 메가박스(주)화곡점)","07715","메가박스 화곡 1관","2024-09-10 17:02:48","U","2024-09-12 02:40:00","","185574.937191115","448716.274685045","영화상영관","","0","","","0","4","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20150526","",
"3619","영화상영관","03_13_02_P","3150000","CDFF4220002015000002","2015-05-26","","01","영업/정상","13","영업중","","","","","070-7017-9893","","","서울특별시 강서구 화곡동 1073-10 메가박스(주) 화곡점 401,501호","서울특별시 강서구 화곡로 142, 401,501호 (화곡동, 메가박스(주)화곡점)","07715","메가박스 화곡 2관","2025-08-07 10:34:50","U","2025-08-09 02:40:00","","185574.937191115","448716.274685045","영화상영관","","0","","","0","4","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20150526","일반주거지역",
"3620","영화상영관","03_13_02_P","3150000","CDFF4220002015000003","2015-05-26","","01","영업/정상","13","영업중","","","","","070-7017-9893","","","서울특별시 강서구 화곡동 1073-10 메가박스(주) 화곡점 401,501호","서울특별시 강서구 화곡로 142, 401,501호 (화곡동, 메가박스(주)화곡점)","07715","메가박스 화곡 3관","2024-09-10 17:03:15","U","2024-09-12 02:40:00","","185574.937191115","448716.274685045","영화상영관","","0","","","0","6","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20150526","",
"3621","영화상영관","03_13_02_P","3150000","CDFF4220002015000004","2015-05-26","","01","영업/정상","13","영업중","","","","","070-7017-9893","","","서울특별시 강서구 화곡동 1073-10 메가박스(주) 화곡점 401,501호","서울특별시 강서구 화곡로 142, 401,501호 (화곡동, 메가박스(주)화곡점)","07715","메가박스 화곡 4관","2024-09-10 17:03:30","U","2024-09-12 02:40:00","","185574.937191115","448716.274685045","영화상영관","","0","","","0","6","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20150526","",
"3622","영화상영관","03_13_02_P","3150000","CDFF4220002015000005","2015-05-26","","01","영업/정상","13","영업중","","","","","070-7017-9893","","","서울특별시 강서구 화곡동 1073-10 메가박스(주) 화곡점 401,501호","서울특별시 강서구 화곡로 142, 401,501호 (화곡동, 메가박스(주)화곡점)","07715","메가박스 화곡 5관","2025-08-07 10:35:39","U","2025-08-09 02:40:00","","185574.937191115","448716.274685045","영화상영관","","0","","","0","6","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20150526","",
"3623","영화상영관","03_13_02_P","3150000","CDFF4220002015000006","2015-10-16","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 등촌동 73-1 4,5,6층","서울특별시 강서구 양천로 476, 4,5,6층 (등촌동)","07575","롯데시네마 가양 6관","2021-12-31 15:24:25","U","2022-01-02 02:40:00","","186966.036176588","451047.287263879","영화상영관","","3","결혼예식장주변","","0","0","0","기타","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20151016","",
"3624","영화상영관","03_13_02_P","3150000","CDFF4220002015000007","2015-10-16","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 등촌동 73-1 4,5,6층","서울특별시 강서구 양천로 476, 4,5,6층 (등촌동)","07575","롯데시네마 가양 2관","2021-12-31 15:24:25","U","2022-01-02 02:40:00","","186966.036176588","451047.287263879","영화상영관","","3","결혼예식장주변","","0","0","0","기타","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20151016","",
"3625","영화상영관","03_13_02_P","3150000","CDFF4220002015000008","2015-10-16","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 등촌동 73-1 4,5,6층","서울특별시 강서구 양천로 476, 4,5,6층 (등촌동)","07575","롯데시네마 가양 3관","2021-12-31 15:24:25","U","2022-01-02 02:40:00","","186966.036176588","451047.287263879","영화상영관","","3","결혼예식장주변","","0","0","0","기타","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20151016","",
"3626","영화상영관","03_13_02_P","3150000","CDFF4220002015000009","2015-10-16","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 등촌동 73-1 4,5,6층","서울특별시 강서구 양천로 476, 4,5,6층 (등촌동)","07575","롯데시네마 가양 4관","2021-12-31 15:24:25","U","2022-01-02 02:40:00","","186966.036176588","451047.287263879","영화상영관","","3","결혼예식장주변","","0","0","0","기타","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20151016","",
"3627","영화상영관","03_13_02_P","3150000","CDFF4220002015000010","2015-10-16","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 등촌동 73-1 4,5,6층","서울특별시 강서구 양천로 476, 4,5,6층 (등촌동)","07575","롯데시네마 가양 5관","2021-12-31 15:24:26","U","2022-01-02 02:40:00","","186966.036176588","451047.287263879","영화상영관","","3","결혼예식장주변","","0","0","0","기타","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20151016","",
"3628","영화상영관","03_13_02_P","3150000","CDFF4220002015000011","2015-10-16","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 등촌동 73-1 4,5,6층","서울특별시 강서구 양천로 476, 4,5,6층 (등촌동)","07575","롯데시네마 가양 1관","2021-12-31 15:24:26","U","2022-01-02 02:40:00","","186966.036176588","451047.287263879","영화상영관","","3","결혼예식장주변","","0","0","0","기타","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20151016","",
"3629","영화상영관","03_13_02_P","3150000","CDFF4220002017000001","2017-09-22","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 마곡동 797-1 퀸즈파크나인","서울특별시 강서구 공항대로 247, 4층 (마곡동, 퀸즈파크나인)","07803","메가박스중앙(주) 마곡지점 1관","2025-02-17 08:45:13","U","2025-02-19 02:40:00","","185371.298773738","450793.771245265","영화상영관","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20170922","",
"3630","영화상영관","03_13_02_P","3150000","CDFF4220002017000002","2017-09-22","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 마곡동 797-1 퀸즈파크나인","서울특별시 강서구 공항대로 247, 4층 (마곡동, 퀸즈파크나인)","07803","메가박스중앙(주) 마곡지점 2관","2025-02-17 08:49:10","U","2025-02-19 02:40:00","","185371.298773738","450793.771245265","영화상영관","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20170922","",
"3631","영화상영관","03_13_02_P","3150000","CDFF4220002017000003","2017-09-22","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 마곡동 797-1 퀸즈파크나인","서울특별시 강서구 공항대로 247, 4층 (마곡동, 퀸즈파크나인)","07803","메가박스중앙(주) 마곡지점 3관","2025-02-17 08:49:34","U","2025-02-19 02:40:00","","185371.298773738","450793.771245265","영화상영관","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20170922","",
"3632","영화상영관","03_13_02_P","3040000","CDFF4220001998000005","1998-03-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 구의동 546-4 테크노마트10층","서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)","05116","CGV강변11 제5관","2025-04-29 09:17:58","U","2025-05-01 02:40:00","","208394.416382167","448165.279999905","영화상영관","영화상영관","","","","","10","","","","","","","","","","","","","","","","","","","","","영화관","","19980327","",
"3633","영화상영관","03_13_02_P","3040000","CDFF4220001998000006","1998-03-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 구의동 546-4 테크노마트10층","서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)","05116","CGV강변11 제6관","2025-04-29 09:17:58","U","2025-05-01 02:40:00","","208394.416382167","448165.279999905","영화상영관","영화상영관","","","","","10","","","","","","","","","","","","","","","","","","","","","영화관","","19980327","",
"3634","영화상영관","03_13_02_P","3040000","CDFF4220001998000007","1998-03-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 구의동 546-4 테크노마트10층","서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)","05116","CGV강변11 제7관","2025-04-29 09:17:58","U","2025-05-01 02:40:00","","208394.416382167","448165.279999905","영화상영관","영화상영관","","","","","10","","","","","","","","","","","","","","","","","","","","","영화관","","19980327","",
"3635","영화상영관","03_13_02_P","3040000","CDFF4220001998000008","1998-03-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 구의동 546-4 테크노마트10층","서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)","05116","CGV강변11 제8관","2025-04-29 09:17:58","U","2025-05-01 02:40:00","","208394.416382167","448165.279999905","영화상영관","영화상영관","","","","","10","","","","","","","","","","","","","","","","","","","","","영화관","","19980327","",
"3636","영화상영관","03_13_02_P","3040000","CDFF4220001998000009","1998-03-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 구의동 546-4 테크노마트10층","서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)","05116","CGV강변11 제9관","2025-04-29 09:17:58","U","2025-05-01 02:40:00","","208394.416382167","448165.279999905","영화상영관","영화상영관","","","","","10","","","","","","","","","","","","","","","","","","","","","영화관","","19980327","",
"3637","영화상영관","03_13_02_P","3040000","CDFF4220001998000010","1998-03-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 구의동 546-4 테크노마트10층","서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)","05116","CGV강변11 제10관","2025-04-29 09:17:58","U","2025-05-01 02:40:00","","208394.416382167","448165.279999905","영화상영관","영화상영관","","","","","10","","","","","","","","","","","","","","","","","","","","","영화관","","19980327","",
"3638","영화상영관","03_13_02_P","3040000","CDFF4220001998000011","1998-03-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 구의동 546-4 테크노마트10층","서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)","05116","CGV강변 11 CINE & FORET","2025-04-29 09:17:59","U","2025-05-01 02:40:00","","208394.416382167","448165.279999905","영화상영관","영화상영관","","","","","10","","","","","","","","","","","","","","","","","","","","","영화관","","19980327","",
"3639","영화상영관","03_13_02_P","3040000","CDFF4220002007000001","2012-05-11","","01","영업/정상","13","영업중","","","","","02-2024-1646","","","서울특별시 광진구 자양동 227-7 더샵스타시티","서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)","05065","롯데시네마 건대입구관 (제4관)","2025-07-22 16:18:51","U","2025-07-24 02:40:00","","206349.675048285","448396.939704285","영화상영관","영화상영관","0","기타","","0","3","3","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20120511","준주거지역",
"3640","영화상영관","03_13_02_P","3040000","CDFF4220002007000007","2012-05-11","","01","영업/정상","13","영업중","","","","","02-2024-1646","","","서울특별시 광진구 자양동 227-7 더샵스타시티","서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)","05065","롯데시네마 건대입구관 (제7관)","2025-07-22 16:18:52","U","2025-07-24 02:40:00","","206349.675048285","448396.939704285","영화상영관","영화상영관","","기타","","","3","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20120511","준주거지역",
"3641","영화상영관","03_13_02_P","3040000","CDFF4220002007000008","2012-05-11","","01","영업/정상","13","영업중","","","","","02-2024-1646","","","서울특별시 광진구 자양동 227-7 더샵스타시티","서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)","05065","롯데시네마 건대입구관 (제8관)","2025-07-22 16:18:52","U","2025-07-24 02:40:00","","206349.675048285","448396.939704285","영화상영관","영화상영관","","기타","","","3","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20120511","준주거지역",
"3642","영화상영관","03_13_02_P","3040000","CDFF4220002007000009","2012-05-11","","01","영업/정상","13","영업중","","","","","02-2024-1646","","","서울특별시 광진구 자양동 227-7 더샵스타시티","서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)","05065","롯데시네마 건대입구관 (샤롯데관)","2025-07-22 16:18:52","U","2025-07-24 02:40:00","","206349.675048285","448396.939704285","영화상영관","영화상영관","","기타","","","3","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20120511","준주거지역",
"3643","영화상영관","03_13_02_P","3040000","CDFF4220002007000010","2012-05-11","","01","영업/정상","13","영업중","","","","","02-2024-1646","","","서울특별시 광진구 자양동 227-7 더샵스타시티","서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)","05065","롯데시네마 건대입구관 (제9관)","2025-07-22 16:18:52","U","2025-07-24 02:40:00","","206349.675048285","448396.939704285","영화상영관","영화상영관","","기타","","","3","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20120511","준주거지역",
"3644","영화상영관","03_13_02_P","3040000","CDFF4220002007000011","2012-05-11","","01","영업/정상","13","영업중","","","","","02-2024-1646","","","서울특별시 광진구 자양동 227-7 더샵스타시티","서울특별시 광진구 아차산로 272, 더샵스타시티 (자양동)","05065","롯데시네마 건대입구관 (제10관)","2025-07-22 16:18:52","U","2025-07-24 02:40:00","","206349.675048285","448396.939704285","영화상영관","영화상영관","","기타","","","3","3","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20120511","준주거지역",
"3645","영화상영관","03_13_02_P","3040000","CDFF4220002009000001","2009-07-23","","01","영업/정상","13","영업중","","","","","02-461-1941","","","서울특별시 광진구 군자동 477-12번지","서울특별시 광진구 능동로 289 (군자동)","","메가박스 군자9","2018-09-12 17:31:59","U","2018-09-12 23:59:59","","206852.360928556","450393.660973724","영화상영관","","14","","","","14","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20090723","일반상업지역",
"3646","영화상영관","03_13_02_P","3040000","CDFF4220002009000002","2009-07-23","","01","영업/정상","13","영업중","","","","","02-461-1941","","","서울특별시 광진구 군자동 477-12번지","서울특별시 광진구 능동로 289 (군자동)","","메가박스 군자1","2018-10-17 11:32:26","U","2018-10-19 02:36:20","","206852.360928556","450393.660973724","영화상영관","","14","","","","14","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20090723","일반상업지역",
"3647","영화상영관","03_13_02_P","3040000","CDFF4220002009000003","2009-07-23","","01","영업/정상","13","영업중","","","","","02-461-1941","","","서울특별시 광진구 군자동 477-12번지","서울특별시 광진구 능동로 289 (군자동)","","메가박스 군자7","2018-09-12 17:31:59","U","2018-09-12 23:59:59","","206852.360928556","450393.660973724","영화상영관","","14","","","","14","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20090723","일반상업지역",
"3648","영화상영관","03_13_02_P","3040000","CDFF4220002009000005","2009-07-23","","01","영업/정상","13","영업중","","","","","02-461-1941","","","서울특별시 광진구 군자동 477-12번지","서울특별시 광진구 능동로 289 (군자동)","","메가박스 군자8","2018-09-12 17:31:59","U","2018-09-12 23:59:59","","206852.360928556","450393.660973724","영화상영관","","14","","","","14","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20090723","일반상업지역",
"3649","영화상영관","03_13_02_P","3040000","CDFF4220002009000006","2009-07-23","","01","영업/정상","13","영업중","","","","","02-461-1941","","","서울특별시 광진구 군자동 477-12번지","서울특별시 광진구 능동로 289 (군자동)","","메가박스 군자5","2018-09-12 17:31:59","U","2018-09-12 23:59:59","","206852.360928556","450393.660973724","영화상영관","","14","","","","14","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20090723","일반상업지역",
"3650","영화상영관","03_13_02_P","3040000","CDFF4220002009000007","2009-07-23","","01","영업/정상","13","영업중","","","","","02-461-1941","","","서울특별시 광진구 군자동 477-12번지","서울특별시 광진구 능동로 289 (군자동)","","메가박스 군자3","2018-09-12 17:31:59","U","2018-09-12 23:59:59","","206852.360928556","450393.660973724","영화상영관","","14","","","","14","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20090723","일반상업지역",
"3651","영화상영관","03_13_02_P","3040000","CDFF4220002009000008","2009-07-23","","01","영업/정상","13","영업중","","","","","02-461-1941","","","서울특별시 광진구 군자동 477-12번지","서울특별시 광진구 능동로 289 (군자동)","","메가박스 군자4","2018-09-12 17:31:59","U","2018-09-12 23:59:59","","206852.360928556","450393.660973724","영화상영관","","14","","","","14","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20090723","일반상업지역",
"3652","영화상영관","03_13_02_P","3040000","CDFF4220002009000009","2009-07-23","","01","영업/정상","13","영업중","","","","","02-461-1941","","","서울특별시 광진구 군자동 477-12번지","서울특별시 광진구 능동로 289 (군자동)","","메가박스 군자10","2018-09-12 17:31:59","U","2018-09-12 23:59:59","","206852.360928556","450393.660973724","영화상영관","","14","","","","14","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20090723","일반상업지역",
"3653","영화상영관","03_13_02_P","3220000","CDFF4220001999000008","1999-10-11","","01","영업/정상","13","영업중","","","","","","","135-819","서울특별시 강남구 논현동 91-6번지","서울특별시 강남구 도산대로 310  (논현동)","","씨네하우스 2관","2003-02-08 13:54:58","I","2018-08-31 23:59:59","","203064.64017084","446594.319138687","영화상영관","영화상영관","","","","0","","","","","","","","","","","","","","","","","","","","","","","","19991011","",
"3654","영화상영관","03_13_02_P","3220000","CDFF4220001999000009","1999-10-11","","01","영업/정상","13","영업중","","","","","","","135-819","서울특별시 강남구 논현동 91-6번지","서울특별시 강남구 도산대로 310  (논현동)","","씨네하우스 3관","2003-02-08 13:54:58","I","2018-08-31 23:59:59","","203064.64017084","446594.319138687","영화상영관","영화상영관","","","","0","","","","","","","","","","","","","","","","","","","","","","","","19991011","",
"3655","영화상영관","03_13_02_P","3220000","CDFF4220002000000001","2000-05-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159","서울특별시 강남구 영동대로 513 (삼성동, 코엑스)","06164","코엑스 Dolby Cinema","2025-02-17 09:46:39","U","2025-02-19 02:40:00","","205130.591678902","445590.096837802","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504","",
"3656","영화상영관","03_13_02_P","3220000","CDFF4220002000000002","2000-05-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 삼성동 159 코엑스","서울특별시 강남구 영동대로 513, 코엑스 (삼성동)","06164","코엑스 LED 2관","2025-04-17 13:19:06","U","2025-04-19 02:40:00","","205130.591678902","445590.096837802","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20000504","",
"3657","영화상영관","03_13_02_P","3220000","CDFF4220001995000001","1995-02-15","","01","영업/정상","13","영업중","","","","","","","135-811","서울특별시 강남구 논현동 4-15번지","서울특별시 강남구 도산대로 128  (논현동)","","씨네마강남 대관","2003-02-08 13:54:58","I","2018-08-31 23:59:59","","201924.485183724","446086.692910222","영화상영관","영화상영관","","","","0","","","","","","","","","","","","","","","","","","","","","","","","19950215","",
"3658","영화상영관","03_13_02_P","3220000","CDFF4220001995000002","1995-04-28","","01","영업/정상","13","영업중","","","","","","","135-815","서울특별시 강남구 논현동 58-3번지","서울특별시 강남구 학동로 171  (논현동)","","(주)케이엠티브이","2003-02-08 13:54:58","I","2018-08-31 23:59:59","","202510.175626955","445767.512366594","영화상영관","영화상영관","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","19950428","",
"3659","영화상영관","03_13_02_P","3220000","CDFF4220001997000001","1997-12-16","","01","영업/정상","13","영업중","","","","","3446-0105","","","서울특별시 강남구 신사동 603-2","서울특별시 강남구 논현로 848 (신사동)","06022","CGV압구정 IMAX관","2025-04-24 09:00:25","U","2025-04-26 02:40:00","","202478.599525252","446927.624278174","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","19971216","",
"3660","영화상영관","03_13_02_P","3220000","CDFF4220001997000002","1997-12-16","","01","영업/정상","13","영업중","","","","","3446-0105","","","서울특별시 강남구 신사동 603-2","서울특별시 강남구 논현로 848 (신사동)","","CGV압구정 제2관","2025-04-24 09:07:07","U","2025-04-26 02:40:00","","202478.599525252","446927.624278174","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","19971216","",
"3661","영화상영관","03_13_02_P","3040000","CDFF4220002009000010","2009-07-23","","01","영업/정상","13","영업중","","","","","02-461-1941","","","서울특별시 광진구 군자동 477-12번지","서울특별시 광진구 능동로 289 (군자동)","","메가박스 군자6","2018-09-12 17:31:59","U","2018-09-12 23:59:59","","206852.360928556","450393.660973724","영화상영관","","14","","","","14","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20090723","일반상업지역",
"3662","영화상영관","03_13_02_P","3220000","CDFF4220001997000003","1997-12-16","","01","영업/정상","13","영업중","","","","","3446-0105","","","서울특별시 강남구 신사동 603-2","서울특별시 강남구 논현로 848 (신사동)","","CGV압구정 제3관","2025-04-24 09:09:40","U","2025-04-26 02:40:00","","202478.599525252","446927.624278174","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","영화관","","19971216","",
"3663","영화상영관","03_13_02_P","3220000","CDFF4220001998000003","1998-03-09","","01","영업/정상","13","영업중","","","","","","","135-822","서울특별시 강남구 논현동 123-2번지","서울특별시 강남구 학동로 118  (논현동)","","강남비디오소극장","2003-02-08 13:54:58","I","2018-08-31 23:59:59","","202039.740381753","445481.884402405","영화상영관","영화상영관","","","","0","","","","","","","","","","","","","","","","","","","","","","","","19980309","",
"3664","영화상영관","03_13_02_P","3220000","CDFF4220001994000001","1994-09-05","","01","영업/정상","13","영업중","","","","","540-1637","","","서울특별시 강남구 역삼동 816","서울특별시 강남구 강남대로 422 (역삼동)","06129","메가박스 씨티(강남대로)1관","2023-06-28 10:27:32","U","2023-06-30 02:40:00","","202310.311355859","444240.798282863","영화상영관","영화상영관","0","","","0","10","4","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","19940905","",
"3665","영화상영관","03_13_02_P","3040000","CDFF4220001998000001","1998-03-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 구의동 546-4 테크노마트10층","서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)","05116","CGV강변11 STAR 2관","2025-04-29 09:17:57","U","2025-05-01 02:40:00","","208394.416382167","448165.279999905","영화상영관","영화상영관","","","","","10","","","","","","","","","","","","","","","","","","","","","영화관","","19980325","",
"3666","영화상영관","03_13_02_P","3040000","CDFF4220001998000002","1998-03-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 구의동 546-4 테크노마트10층","서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)","05116","CGV강변11 STAR 3관","2025-04-29 09:17:58","U","2025-05-01 02:40:00","","208394.416382167","448165.279999905","영화상영관","영화상영관","","","","","10","","","","","","","","","","","","","","","","","","","","","영화관","","19980325","",
"3667","영화상영관","03_13_02_P","3040000","CDFF4220001998000003","1998-03-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 구의동 546-4 테크노마트10층","서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)","05116","CGV강변11 4DX 1관","2025-04-29 09:17:58","U","2025-05-01 02:40:00","","208394.416382167","448165.279999905","영화상영관","영화상영관","","","","","10","","","","","","","","","","","","","","","","","","","","","영화관","","19980327","",
"3668","영화상영관","03_13_02_P","3040000","CDFF4220001998000004","1998-03-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 구의동 546-4 테크노마트10층","서울특별시 광진구 광나루로56길 85, 10층 (구의동, 테크노마트)","05116","CGV강변11 제4관[CGV 아트하우스]","2025-04-29 09:17:58","U","2025-05-01 02:40:00","","208394.416382167","448165.279999905","영화상영관","영화상영관","","","","","10","","","","","","","","","","","","","","","","","","","","","영화관","","19980327","",
